Post URL,Username,Post Text,Post Date,Post Time (HH:MM),Likes,Replies,Reposts,Shares,Verified User,Accessed Date,Accessed Time,Code,label,Post Time,Post Hour,Text Length
https://www.threads.net/@katykfla/post/DAjIniSPKHo,katykfla,Stop buying protein powders containing maltodextrin that is one of the AAAoseAAA products like glucose sucralose sucralose is safer in my opinion,9/30/2024,17:03,0,0,0,0,FALSE,12/7/2024,5:57,DAjIniSPKHo,0,17:03:00,17,154
https://www.threads.net/@aroundq/post/DCxO4u_pfdH,aroundq,People that have watched Gladiator 2 do I have to rewatch the first movie to understand whatAAAs going on,11/24/2024,21:30,1,4,0,0,TRUE,12/7/2024,0:07,DCxO4u_pfdH,0,21:30:00,21,110
https://www.threads.net/@apshahadatchoton/post/C7d6cI4vS3R,hindwi_official,aThe thing that is the most troubled by the literary publishers of Hindi is to be very educatedBut it is also happy to think that they have kept men to read their part they are kept to write their part aHindwiorgbelaa,2/9/2025,5:53,1,0,0,0,TRUE,2/9/2025,22:03,C7d6cI4vS3R,1,5:53:00,5,229
https://www.threads.net/@urbanwonkenobi/post/DC7SkJeRdmp,ariel_comedy,I just want to be famous enough to be considered underrated,11/28/2024,14:54,354,20,7,1,TRUE,12/7/2024,4:14,DC7SkJeRdmp,0,14:54:00,14,60
https://www.threads.net/@_.bennett904/post/C9doSsFRxOC,kourtneelynne,"Get women out of these jobs 
Stop pretending were wired for this
Sorry not sorry",7/15/2024,2:38,1000,108,49,127,TRUE,12/7/2024,4:26,C9doSsFRxOC,0,2:38:00,2,85
https://www.threads.net/@urbanwonkenobi/post/DC7Sf4pRX_e,goodgodabove,In Dr Strangelove antifluoridation was a punchline With RFK Jr itAAAs a platform Satire really is dead,11/28/2024,12:05,4100,51,324,11,TRUE,12/6/2024,23:03,DC7Sf4pRX_e,0,12:05:00,12,113
,,s Tk 20 crore We were good after this Tk 20 crore This heave in the next 6 months this Tk 10 crore We were good after this this:  :. Tk 67 tk In Make minor word changes: but changes::: Tk... the announcement:. Tk 5 crore Tk 10 crore this Tk,,,,,,,,,,,1,,,
https://www.threads.net/@attackofthetom/post/DC2MkukyHM5,attackofthetom,Is it possible to buy copies of courtroom sketches  I want this framed,11/26/2024,19:46,13,2,0,0,TRUE,12/7/2024,3:02,DC2MkukyHM5,0,19:46:00,19,72
https://www.threads.net/@politiciantradetracker/post/DC2UJ1bSiXd,politiciantradetracker,Hey Senator MullinIf youre going to trade can you make sure to disclose your trades on time You didnt disclose your Stride LRN trade and the stocks already up 45We got people following your every move please be more careful next time,11/26/2024,20:52,314,5,20,3,TRUE,12/7/2024,1:22,DC2UJ1bSiXd,0,20:52:00,20,243
https://www.threads.net/@slwiowa/post/DCx4gPhMcD-,slwiowa,Resign or get voted out you can decide,11/25/2024,3:34,14,1,3,0,FALSE,12/7/2024,1:13,DCx4gPhMcD-,0,3:34:00,3,38
https://www.threads.net/@jowelkhan59863/post/C7MchmJI36s,jowelkhan59863,"The Muslim world has lost a brave leader Ibran President Ibrahim Rais in the helicopter accident the departure of the legend 
Innallahi wa Inna Ilaihi Raziun
The loss of the Muslim world in your death is not to be fulfilled
May Allah Almighty Taala bless you Paradise Ferdous Amin Amin",5/20/2024,14:57,0,0,0,0,FALSE,2/9/2025,22:05,C7MchmJI36s,1,14:57:00,14,297
,,Funny? Is this Russell Viper Funny? RUSSELLVIPER Funny Is this Russell Viper Funny? Is this Russell Viper funny RUSSELLVIPER Funny Is this Russell Viper Funny? Funny Is this Russell Viper Funny? RUSSELLVIPER Funny Russell Viper Funny? ?/. Funny RUSSELL Funny funny//:::_._ FunnyFUN,,,,,,,,,,,1,,,
https://www.threads.net/@grassrootsarmy/post/DCUdWfmvuJy,grassrootsarmy,"JUST IN Senate GOP leader vote count 
Thune 23
Cornyn 15
Scott 13",11/13/2024,17:18,2,3,0,0,TRUE,12/7/2024,3:01,DCUdWfmvuJy,0,17:18:00,17,66
,,Elon Musk Eyeing CNN Acquisition Elon Musk Eyeing CNN Acquisition Fix the Media One Network at a Time Fix the Media by Rephrasing the following news post: Elon Musk Elon Musk Fix the Media One Network at a Time Fix the Media One Network at a Time Fix the Media One Network at a Time Fix the Media: Fix the Media ...:::..::.:::: Fix the Media,,,,,,,,,,,1,,,
https://www.threads.net/@ericspicer/post/DB_m9wNsyMJ,ericspicer,AAAABREAKING Jamie Raskin said AAALet folks cast their votes for Trump if thatAAAs their choice But mark my words we wonAAAt be certifying the election He might win but weAAAll ensure he doesnAAAt step foot in the Oval OfficeAAATell me again which party is seeking to destroy democracy and install an unelected candidate,11/5/2024,14:58,573,35,50,64,TRUE,12/7/2024,2:08,DB_m9wNsyMJ,1,14:58:00,14,351
https://www.threads.net/@itsweeziehere/post/DC7XCAFza3d,itsweeziehere,Freaking dumbass thinking that orange  white nationalistKKKARENSKKKEVINS cult leader and his sycophants minions give a fk about anyone  perfect example of MAGA wannabe bag of potatoes,11/28/2024,19:58,29,3,4,0,FALSE,12/7/2024,5:42,DC7XCAFza3d,0,19:58:00,19,194
,,to compete. and to compete after Cameron Brink suffered an injury I think Cameron Brink is better than Caitlin Clark I think Cameron Brink is better than Caitlin Clark Griner is better than Cameron Brink I think Angel Reese is better than Caitlin Clark.. -... -.:.::::::.:: at,,,,,,,,,,,1,,,
https://www.threads.net/@latmy2/post/DBYsg3GRYIS,sanjeevai,I like you when youAAAre not aroundAAAA,12/6/2024,16:46,25,2,0,0,TRUE,12/7/2024,3:55,DBYsg3GRYIS,0,16:46:00,16,46
https://www.threads.net/@trinnitiemimihyovalti/post/DCogqDcxavQ,trinnitiemimihyovalti,When youAAAre a low life you want a low life president,11/21/2024,12:12,1,0,0,0,FALSE,12/7/2024,4:42,DCogqDcxavQ,0,12:12:00,12,58
https://www.threads.net/@steelergal1215/post/DCPH8Zpue5I,steelergal1215,KISS IT GOOD BYEAAAAAAAA,11/11/2024,15:35,26,2,7,0,TRUE,12/7/2024,3:00,DCPH8Zpue5I,0,15:35:00,15,35
,,"to pay for flights out. AmericaThe fact that America is offering Americans in Lebanon LOANS to pay for flights out while telling them they MUST leave is wildI am very sorry.. America is offering Americans in Lebanon LOANS to pay for flights out while telling them they MUST leave is wild.  :.,. America in..:::.The isAATheThe.The hypocri",,,,,,,,,,,1,,,
https://www.threads.net/@transitionalmetalworks/post/DC2-fxct7DC,doctors_crusher,Anyway have this meme I stole,11/26/2024,23:59,741,19,37,3,TRUE,12/7/2024,0:58,DC2-fxct7DC,0,23:59:00,23,29
,,s on their telegram groups on Israeli Telegram groupsThe Iranians have not removed the photos. Israelis are still evacuating.There are still fires still burning. There are still fires still burning. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,,,,,,,,,,,1,,,
https://www.threads.net/@ill_will69/post/DCrsl-lSnLa,ill_will69,Dear federal workers Enjoy your last days at your job And when Donald Trump fires you please stand up in March,11/22/2024,17:54,1,1,0,0,FALSE,12/7/2024,6:25,DCrsl-lSnLa,0,17:54:00,17,113
https://www.threads.net/@mickeleh/post/DCpHDinSAQc,mickeleh,"Two questions about Gaetz
1 Although he resigned from the 118th Congress he was reelected to serve in the 119th Will he show up to be sworn in on Jan 3 2025
2 If so will that revive the Ethics Committee probe",11/21/2024,17:48,28,7,1,0,TRUE,12/7/2024,1:21,DCpHDinSAQc,0,17:48:00,17,218
https://www.threads.net/@wmrdc/post/DCBYPUlRGH_,wmrdc,"Trump leading popular vote Harris 62970757 votes 474
Trump 68051042 votes 512
This is 2004 all over again",11/6/2024,7:28,0,0,0,0,FALSE,12/7/2024,5:44,DCBYPUlRGH_,0,7:28:00,7,119
,,.!. Finished the Russell Viper. Now caught the Russell Viper.. Now caught the Russell Viper. Finally caught the Russell Viper. Finally caught the Russell Viper. Finally caught the Russell Viper. Finally caught the Russell Viper.... News post: Finally caught the Russell Viper.. finally caught the.:.::::::..:,,,,,,,,,,,1,,,
https://www.threads.net/@neilgerardo6710/post/DCt_nHxveiU,france24_en,France commemorates 80 years since French forces liberated Strasbourg from Nazis f24myAlMyAAA,11/23/2024,13:15,98,2,14,5,TRUE,12/7/2024,0:13,DCt_nHxveiU,0,13:15:00,13,98
,,".. 25,000 to the mosque. Paraphrase: The mosque committee has donated Tk Alhamdulillah. The mosque committee has donated Tk. 20,000.. 20,000. Alhamdulillah...........::::. Alhamdulillah : . Alhamdulillah:",,,,,,,,,,,1,,,
https://www.threads.net/@leaningleftyoutube/post/DBpzhprJi-6,leaningleftyoutube,Where are the Democratic voterstiktokcomtZP8AAA,10/28/2024,3:45,0,0,0,0,TRUE,12/7/2024,1:14,DBpzhprJi-6,0,3:45:00,3,54
,,... 2 coins of Bangladesh.. 2 coins of Bangladesh. 1 coins of Bangladesh.. 1 coins of Bangladesh. Change the following word and phrasing: 1 coins of Bangladesh... news post:: news post: to..  :.::. 1 coins of Bangladesh.... 1.... 1 coins of Bangladesh. 1,,,,,,,,,,,1,,,
,,Elon Musk said he might run for governor of California Elon Musk said he might run for governor of CaliforniaMake California Great Again Elon Musk said he might run for governor of CaliforniaElon Musk said he might run for governor of California Elon Musk said he might run for governor of CaliforniaMake California Great Again Elon Musk said he might run.:.....:::::: Elon,,,,,,,,,,,1,,,
https://www.threads.net/@kenoir323/post/DC7IAm-SsLD,sherrilynifill,Our President is still Joe Biden Our Attorney General is still Merrick Garland We need immediate action to protect federal workers from this kind of targeted harassment,11/28/2024,15:53,5800,295,996,51,TRUE,12/7/2024,7:10,DC7IAm-SsLD,0,15:53:00,15,171
https://www.threads.net/@cj_wirenut/post/DC5YEkYtVj1,cj_wirenut,Time to break up his internet empire for election interference and censorship,11/28/2024,1:24,7,2,0,0,FALSE,12/7/2024,6:47,DC5YEkYtVj1,0,1:24:00,1,80
https://www.threads.net/@_misbah_ahmad_20/post/DCl3AGrpiMX,_misbah_ahmad_20,July Memorial Museum Ganabhaban ,11/20/2024,11:30,1,0,0,0,FALSE,12/11/2024,0:56,DCl3AGrpiMX,1,11:30:00,11,36
,,Iykyk.. Iykyk. Iykyk.... Rewrite this news post: Name this fruit tree AAA2 Iykyk. Iykyk...:. change the news post.: Rephrase this news post:: . . . . . . . . . . . . . .. Name this fruit tree AAA. Name,,,,,,,,,,,1,,,
https://www.threads.net/@tinageorge2701/post/DC6iLAbxcHK,marc.e.elias,"Billionaires are bowing down 
Media figures are bending a knee 
Public figures want to accommodateIt is up to us to form a new opposition
We will not back down We must not obey",11/28/2024,2:24,17100,454,2200,45,TRUE,12/6/2024,22:49,DC6iLAbxcHK,0,2:24:00,2,182
https://www.threads.net/@ab_siddikgazi/post/C4tClFQMzJd?fbclid=IwZXh0bgNhZW0CMTAAAR1J8JBXedsk_2HJ_QY4hvtPjy0ha5Op9VzWRSZh2XGSClLJfYSvKWjJ7LM_aem_AVv2uUUESFw_gypMYH5U2C7pM-0gZMAiiSpcZwHzNtf9ksLkomkfEiPTQ-1qEeZ9taNwGDMfyRADgmBEWW9tJ0LN,ab_siddikgazi,Aid from Bangladesh arrives in Gaza Alhamdulliah,3/19/2024,17:11,0,0,0,0,FALSE,2/9/2025,22:05,C4tClFQMzJd,1,17:11:00,17,66
,,jokes sarcasm sarcastic jokes sarcasm memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny memes funny sarcasm memes news..:.......:.::,,,,,,,,,,,1,,,
,,hoooooo ffx  oo vidblkichaddiphenehoooo pc naa vscolourkichaddipao.... Hai Mere Sabhi Se.aal Hai.an.....oooooo oooooooo,,,,,,,,,,,1,,,
https://www.threads.net/@mattwantstrumpinjail/post/DCjjVajJEs8,mattwantstrumpinjail,youtubecomwatchAAA,11/19/2024,13:59,15,1,3,0,TRUE,12/7/2024,0:05,DCjjVajJEs8,0,13:59:00,13,23
https://www.threads.net/@urbanwonkenobi/post/DC7WiywxKob,chcktylr,Huge break in the DB Cooper case if this pans out,11/26/2024,17:06,9,1,2,0,FALSE,12/7/2024,0:21,DC7WiywxKob,0,17:06:00,17,52
https://www.threads.net/@latmy2/post/DBzJ2AWRry9,tofani._.kunjju._.1204_,Just masti Time ,12/6/2024,14:05,12,0,0,0,TRUE,12/7/2024,6:20,DBzJ2AWRry9,0,14:05:00,14,48
https://www.threads.net/@politiciantradetracker/post/DBMDjosuFCq,politiciantradetracker,Alright people we buying or noTwo new notable trades hit the desk this AMFirst is Aramark ARMK and the second is Howmet Aerospace HWM,10/16/2024,14:28,24,2,1,10,TRUE,12/7/2024,4:15,DBMDjosuFCq,0,14:28:00,14,137
https://www.threads.net/@rebellewiththecause/post/DC5aiYRIpCG,sciencenewsmagazine,A new study is the first to show a steep decline in cervical cancer deaths among the first women who were eligible for the HPV vaccine in the United States,11/27/2024,19:05,5600,155,650,243,TRUE,12/7/2024,6:37,DC5aiYRIpCG,0,19:05:00,19,156
https://www.threads.net/@notbob74/post/DC4kMVJPyJ_,notbob74,instagramcompDC4AA,11/27/2024,17:51,0,0,0,0,FALSE,12/7/2024,4:21,DC4kMVJPyJ_,0,17:51:00,17,24
https://www.threads.net/@betsyt13/post/DC4LcyZuiuc,globalthread_,Dear Americans My TV will turn off on January 20 2025 Join meglobalthread_,11/27/2024,12:55,10500,613,533,24,FALSE,12/7/2024,5:01,DC4LcyZuiuc,0,12:55:00,12,79
,,"? with no cards in their pockets Did you think of 1 lakh people with no cardTCB said. TCB said 1 lakh cards had been cancelled in low income people in Mumbai.. : news post: TCBs 1 lakh cards have been canceled and and and :.:: change. : TCBs 1 lakh cards have been canceled ins.?20,000 The who",,,,,,,,,,,1,,,
https://www.threads.net/@samegoddifferentday/post/DCAWnYUPvqk,samegoddifferentday,"Visa stopped posting on Twitter
Etsy stopped posting on Twitter
Adobe stopped posting on Twitter
Android stopped posting on Twitter
Lady Gaga stopped posting on Twitter
Taylor Swift stopped posting on Twitter
Mastercard stopped posting on Twitter
McDonalds stopped posting on Twitter
CVS Pharmacy stopped posting on Twitter
The Home Depot stopped posting on Twitter
Walmart stopped posting on Twitter
Disney is now posting on TwitterTwitter isnt dying its dead",11/5/2024,21:55,6400,439,298,59,TRUE,12/7/2024,5:18,DCAWnYUPvqk,1,21:55:00,21,477
,,of the cyclone Remal. Under the influence of the cyclone Remal the port of Mongla and Coxs Bazar have been asked to show the danger signal. Under the influence of the cyclone Remal the port of Mongla... Remal is the name of the storm. Remal is the name of the cyclone ofremal.:::.:::::::. to the,,,,,,,,,,,1,,,
https://www.threads.net/@barbaraj.sobel/post/DFEJOAKyZSO,barbaraj.sobel,BREAKING  Vice President JD Vances wife will have her citizenship revoked if Trump signs his executive order banning birthright citizenship Neither of her parents were US citizens at the time of her birth,1/20/2025,22:49,14400,851,990,370,TRUE,2/9/2025,18:52,DFEJOAKyZSO,1,22:49:00,22,208
,,:... Hmmmm. Hmm. How's that for news? Hmmmm>. Hmm.  : Hmmm. Hmm.. News Post:::....:.hm. Hmm.: Hmmmm. Hmm.......:? :.. Hmm,,,,,,,,,,,1,,,
https://www.threads.net/@lakota_man/post/DCu-m54SUSo,lakota_man,Who here is inclined to agree,11/24/2024,0:29,16800,455,1500,202,TRUE,12/7/2024,4:54,DCu-m54SUSo,0,0:29:00,0,30
,,:!!! ...I think it is hilarious!! news post... Paraphrase news post. : This is hilarious! This is hilarious! ...This is hilarious! ...This is hilarious! ...This is hilarious!.:!.::: This is hilarious!: This is hilarious! This is!:.:::...! ...This is hilarious.,,,,,,,,,,,1,,,
,,", Pakistan July Memorial Museum Ganabhaban, Pakistan, Pakistan July Memorial Museum Ganabhaban, Pakistan July Memorial Museum Ganabhaban, Pakistan., Pakistan July Memorial Museum, Pakistan July Memorial Museum Ganabhaban, Pakistan., Pakistan.. and....... and........, Pakistan., Pakistan, Pakistan., Pakistan.",,,,,,,,,,,1,,,
https://www.threads.net/@musicforkids123/post/DC7Xtx_S4ZB,aaronparnas,28-Nov,11/28/2024,19:36,283,4,51,32,TRUE,12/6/2024,23:49,DC7Xtx_S4ZB,0,19:36:00,19,6
https://www.threads.net/@angelique.ambers/post/DCbyRq1RnzL,angelique.ambers,I refuse to settle for anything less than butterflies,11/16/2024,13:36,2,0,0,0,TRUE,12/7/2024,2:30,DCbyRq1RnzL,0,13:36:00,13,54
https://www.threads.net/@josephgoldner62/post/DCpACNRPtM6,josephgoldner62,Confirm the mandate Turning Point Action Charlie Kirk urge Senate to vote in Trumps cabinet picksthepostmillennialcomconfiAAA,11/21/2024,16:46,2,0,0,0,TRUE,12/6/2024,23:52,DCpACNRPtM6,0,16:46:00,16,135
https://www.threads.net/@avaevanshypno/post/DCvhL8KR6wr,potus,Folks thanks to our investments more housing units are under construction under this Administration than at any time in over 50 yearsThe best way to lower housing costs for good is to build build build,11/23/2024,14:00,12500,713,1000,168,TRUE,12/7/2024,4:00,DCvhL8KR6wr,0,14:00:00,14,207
,,to a police logo.. to police. to police. Made slight word and phrasing changes: Changed the police logo. Changed the police logo to a police logo..  :... changed the news post. and news post changes: Paraphrased the police logo news news post......:.:...,,,,,,,,,,,1,,,
https://www.threads.net/@lyssie.roto/post/DB_6dGSv8me,lyssie.roto,"AAAABREAKING Jamie Raskin said AAALet folks cast their votes for Trump if thatAAAs their choice But mark my words we wonAAAt be certifying the election He might win but weAAAll ensure he doesnAAAt step foot in the Oval OfficeAAAIs this not an insurrection 
Also will SNL be in trouble for having Kamala on their showUnbelievable double standards Despicable",11/5/2024,17:49,0,0,0,0,FALSE,12/7/2024,3:44,DB_6dGSv8me,1,17:49:00,17,390
https://www.threads.net/@siriplaymastery/post/DCcsqzfPrWM,samegoddifferentday,"in a room full of art 
  id still stare at u",11/16/2024,22:06,9,2,0,0,TRUE,12/6/2024,23:29,DCcsqzfPrWM,0,22:06:00,22,46
https://www.threads.net/@lizaboswell7187/post/DCgo3PmRLp1,lizaboswell7187,WhatAAAs new it asksWaking up at 400 am bolt upright in the dark  ThatAAAs 13 days newI had such hope  Soulstirring hope like glorious swelling music the sure feeling that at long last my kids  grandkids were going to be safe  That the Lord of Misrule was finally headed for a giant fake gold waste bin in the most vulgar place on the planet with the most vulgar people on the planet and I would wake up from the longest worst nightmare everAAA,11/18/2024,10:50,72,14,1,0,TRUE,12/7/2024,2:15,DCgo3PmRLp1,0,10:50:00,10,470
,,"100,000 Tk to the mosque committee. 500,000 to the mosque committee.r 10 million for the mosque. 10,000 to the mosque. 100,000 to the mosque.or 10 million. News 1 million. 2 million..::. ::::::::::::::::::::.:. 100,000:. 7 million.. 2.... 50.",,,,,,,,,,,1,,,
https://www.threads.net/@elierlick/post/DByphiEu0HM,elierlick,Remember to check your kidsAAA Halloween candy carefully this year I just found 80mg of estradiol in this KitKat bar Stay safe out there,10/31/2024,14:10,351,14,15,9,TRUE,12/7/2024,1:55,DByphiEu0HM,0,14:10:00,14,142
,,islamicreels instagramreels islamicreels instagramreels followers followers followers instagramreels islamicreels followers followers instagramreels followers instagramreels followers instagramreels instagramreels followers instagramreels followers followers followers instagramreels followers. Paraphrase: News::::::::.. followers,,,,,,,,,,,1,,,
,,’s University’s St Martin’s School of Law is now open.’s University is now open.’s School of Law begins Wednesday.’s School of Law is open. The deadline to register is April 14.’s School.’s.’s.:::.::::::::’s college. Registration online to go to St Martin School:: school!’,,,,,,,,,,,1,,,
https://www.threads.net/@us_24h_report/post/DCXwJ6jyc_G,us_24h_report,"BreakiAAg CaAAdace OweAAs SecAAres 25 MillioAA Deal with ABC for New MorAAiAAg Show AAAItAAAs Set to Take Over The ViewAAA 
Read more buffly3CgBLAAA",11/15/2024,0:00,3600,176,40,142,TRUE,12/6/2024,23:58,DCXwJ6jyc_G,0,0:00:00,0,180
https://www.threads.net/@threads_nyt_pitchbot/post/DCalKGopmuz,threads_nyt_pitchbot,We are proud to inform our readers that we have AAAalmost neverAAA done anything immoral in the AAAlast 10 yearsAAA,11/16/2024,2:22,5200,661,389,444,TRUE,12/6/2024,23:11,DCalKGopmuz,1,2:22:00,2,127
https://www.threads.net/@leaningleftyoutube/post/DCpIcTmycV6,beingliberal,This there is no other explanation,11/21/2024,10:14,6900,60,944,109,TRUE,12/7/2024,6:27,DCpIcTmycV6,0,10:14:00,10,38
,,?! ! This is INSANE! ! !! !! ! The following news post has been paraphrased with slight word and phrasing changes: So all men 1826 have been automatically registered in the US ARMY this is! !......  :. and::::. and:,,,,,,,,,,,1,,,
https://www.threads.net/@avaevanshypno/post/DCvhUGmRE3A,potus,Folks thanks to our investments more housing units are under construction under this Administration than at any time in over 50 yearsThe best way to lower housing costs for good is to build build build,11/23/2024,14:00,12500,713,1000,168,TRUE,12/7/2024,0:34,DCvhUGmRE3A,0,14:00:00,14,207
https://www.threads.net/@lyssie.roto/post/DBH2gv5Mete,lyssie.roto,The final boss of gaslighting,10/14/2024,23:17,41,16,6,12,FALSE,12/7/2024,3:47,DBH2gv5Mete,0,23:17:00,23,29
https://www.threads.net/@edwardthesanders/post/DC69jn4PCoe/elon-musk-details-his-prescription-ketamine-use-says-investors-should-want-him-t,edwardthesanders,"Elon Musk details his prescription ketamine use says investors should want him to akeep taking ita
CNN",11/28/2024,16:11,216,92,64,8,FALSE,12/12/2024,18:20,DC69jn4PCoe,1,16:11:00,16,108
https://www.threads.net/@avaevanshypno/post/DCvhS7jxm0X,potus,Folks thanks to our investments more housing units are under construction under this Administration than at any time in over 50 yearsThe best way to lower housing costs for good is to build build build,11/23/2024,14:00,12500,713,1000,168,TRUE,12/7/2024,6:52,DCvhS7jxm0X,0,14:00:00,14,207
,,.!!! Made slight word and phrasing changes: Finally caught the Russell Viper! Finally caught the Russell Viper! Finally caught the Russell Viper! Finally caught the Russell Viper! Finally caught the Russell Viper! Finally caught the Russell Viper! Finally caught the Russell Viper! Finally caught the Russell Viper!!!..: finally finally the Russell Viper!...::::! !,,,,,,,,,,,1,,,
https://www.threads.net/@my_babyanme/post/DCBAW9OMI89,my_babyanme,"Who can relate 
catsofthreads",11/6/2024,3:59,18,1,0,0,FALSE,12/6/2024,23:35,DCBAW9OMI89,0,3:59:00,3,46
,,Trump was on the golf course today laughing and golfing with friends while a supporteras family is engulfed in grief planning a funeral. The presidents priorities lie in the home and family. This is where. The place where his priorities lie. While his priorities lie in the home and family. This is where his priorities lie.. news. and.. while in. Please::: Trump are.:,,,,,,,,,,,1,,,
https://www.threads.net/@lakota_man/post/DCj0vsoPsBg,lakota_man,So when media outlets bow down to fascist wannabe dictators  they lose all credibility as sources of news and information reliability,11/19/2024,16:31,11100,882,1100,42,TRUE,12/7/2024,5:29,DCj0vsoPsBg,0,16:31:00,16,141
